dummy_column_A,recipient_name,dummy_value
0.453195515,BURNHAM INSTITUTE FOR MEDICAL RESEARCH,29.23427306
0.164048945,PORT OF GOLD BEACH,34.39517975
0.042342757,NATIONAL ASSOCIATION OF EMS PHYSICIANS,28.94130221
0.831282314,LUCID INC,42.73838689
0.842072755,Temple University of the Commonwealth System,33.80760058
0.770365012,EMPOWERMENT PROGRAM,46.70102466
0.151970259,WAYNE CNTY ARPT AUTH,70.65982042
0.315427153,WIGGINSSTONECNTYARPTB,24.33398399
0.071704674,CITY&CNTYSANFRANCISCO,43.47635065
0.646115356,ILLINOIS  DEPARTMENT,0.622236591
0.207852778,BOONE COUNTY BOARD OF SUPERVISORS,61.18740232
0.366641061,CITY OF LAKE WALES,70.41676021
0.523328651,Missoula City County Hlth Dept/Helth Services,55.58825382
0.643489705,COUNTY OF NYE,81.43232768
0.743788566,ILLINOIS  DEPARTMENT,9.777072941
0.483113676,SEDGWICK COUNTY HEALTH DEPARTMENT,48.1801208
0.168423257,OREGON STATE DEPTAV,17.93315669
0.522473673,ARAPAHOECNTYPUBLICARP,10.58902901
0.487579305,CITIESPULLMANWA&MOSCO,8.595863064
0.477121638,MISSOURI  HIGHWAY & T,76.36352071
0.226429023,LEE COUNTY PORT AUTH,90.2761468
0.15138247,JOHNSONCNTYARPTCMSH,84.69674208
0.79498955,SYNKERA TECHNOLOGIES INC,84.44403367
0.437310479,PR ADMIN FOR FAMILIES & CHILDREN,32.03809326
0.018969433,ILLINOIS  DEPARTMENT,2.876736231
0.57106703,THE REGENTS OF THE UNIVERSITY OF CO,48.57092007
0.664099125,"OPEN DOOR FAMILY MEDICAL CENTER, INC.",80.32525411
0.267569482,Cascade AIDS,41.20398314
0.188153636,"TECMAG, INC",1.553184752
0.903079604,WASHINGTON STATE  DEP,88.02899214
0.07907356,Episcopal Social Services of New York,82.15749224
0.300427535,Georgia Soil and Water Conservation Commissio,31.68175805
0.024308399,Mainely Sensors,39.81617589
0.015868516,Department of Natural Resources and Environme,46.02393306
0.332993424,Washington State Department of Agriculture,94.75030199
0.243217821,Department of Conservation and Natural Resour,63.55541465
0.357192607,INNOVATIVE BIOLOGICS INC,51.00858125
0.618072607,CITY OF DUDLEY,46.76114109
0.14226816,Department of Conservation and Natural Resour,70.37086264
0.31411851,MT ASCUTNEY HOSPITAL & HEALTH CENTER,82.77226011
0.472718401,Department of Natural Resources,52.98871416
0.935602428,FLUIDIGM,1.542070864
0.658448478,CITY OF LITCHFIELD,11.98960832
0.601530759,EMPOWER U,36.53026411
0.923520044,COUNTY OF CAPE MAY,99.80195361
0.184411508,NM ST AGING AND LONG TERM SERVICES DEPT,82.78067906
0.6716025,MORAN TOWING CORPORATION,22.74765187
0.274640345,"EUCLID TECHLABS, LLC",21.66674786
0.592774657,CITY OF CHEYENNE,77.86415756
0.030928986,"Regional Health Care Clinic, Inc",5.371220557
0.310605741,INDIAN TOWNSHIP    PASS. RESERVATION,46.69748208
0.695469247,The Polistes Foundation,46.05851604
0.899538543,"BOARD OF REGENTS,UCCSN, OBO THE UNIVERSITY OF",71.30196204
0.624260601,CALIFORNIA ENERGY COMMISSION,90.56477302
0.417527389,Sanilac Medical Services Inc,44.09336964
0.118411931,"J, Gallagher",87.46091073
0.70816135,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RI,67.26736798
0.861850514,WILKIN COUNTY PUBLIC HEALTH DEPARTMENT,45.96444793
0.434000873,CAMBRIDGEAREAREG'LARP,98.54293422
0.219759322,Town of Vardaman,0.14968534
0.510421666,NANOVIR LLC,45.0482766
0.701722115,MACROPORE BIOSURGERY INC,97.43099501
0.123129512,INNOSENSE LLC,74.77448877
0.409335998,OHIO ENVIRONMENTAL PROTECTION AGENCY,98.10416655
0.535064581,NEW YORK STATE  DEPAR,59.98279369
0.223524468,"Delta Health Alliance, Inc.",5.528082961
0.977558569,UOP LLC,62.91318525
0.828800297,"LIVINGSTON MEDICAL GROUP, INC",32.60149628
0.28678208,ARIZONA BOARD OF REGENTS FOR AND ON BEHALF OF,81.34807512
0.75062377,Department of Natural Resources and Environme,35.06235056
0.461299759,Wildlife Resources Division,65.25474591
0.880519685,MEDIABALANCE INC,47.68528944
0.748625351,Department of Natural and Environmental Resou,13.07055615
0.166731671,COM,11.02708892
0.839976405,WORKFORCE WEST VIRGINIA DIVISION,97.28949967
0.385313645,VESTICON,42.53471854
0.111768459,ILLINOIS  DEPARTMENT,43.37124185
0.431005985,Winters Healthcare Foundation,22.91285299
0.765380541,"Charleston Orphan House, Inc.",69.17869925
0.851228758,CITY OF CENTRE,21.75421979
0.958666614,TIOGA MUNI ARPT AUTH,41.49102816
0.010236513,CITY OF CLARINDA,91.45069813
0.071308642,UNIVERSITY OF COLORADO DENVER,14.52576534
0.908859015,Public Design Studio,23.74683329
0.678104889,HYPER-THERM HIGH-TEMPERATURE COMPOSITE INC,2.476702459
0.269628181,NORTH COUNTRY HEALTH SERVICES,0.519968841
0.659493066,WCC,66.17995494
0.205897012,STATE  DEPARTMENT OF,91.08398668
0.066732303,Department of Natural Resources and Environme,20.55321669
0.919465846,"LUCHA CONTRA EL SIDA, INC",78.13688929
0.218840956,META HOUSE INC,67.29032203
0.00995309,"HYSITRON, INC",4.036105337
0.122984891,COMMERCIAL VEHICLE SAFETY ALLIANCE,92.97980667
0.771743387,East Bay Community Action Program,64.1434339
0.202395799,Department of Natural Resources,78.68784608
0.314832991,STATE OF IDAHO  DEPAR,28.35317458
0.501774933,PA DEPT OF PUBLIC WELFARE,49.46112215
0.072351829,NEW YORK STATE DEPARTMENT OF ENVIRONMENTAL CO,21.02282369
0.40087632,EAST-CENTRAL IDAHO PLANNING & DEV.,95.20467591
0.323836305,COLUMBUS BDAV CMSHS,76.44602241
0.188000591,HARRISONCNTYARPTAUTH&,40.73811432
0.444261666,"COMMONWEALTH OF KY, COMMERCE CABINET",99.86120201
0.406376534,TX DEPT OF STATE HEALTH SERVICES,76.96048765
0.141863869,MISSOURI  HIGHWAY & T,11.49222146
0.725341522,NEW YORK STATE  DEPAR,86.23175407
0.228979567,WORKFORCE WEST VIRGINIA DIVISION,27.76770246
0.458159441,CITY OF HARTSELLE,53.25329164
0.447560848,"VRT, BOISE ID",72.48000002
0.571557645,MONTANA STATE UNIVERSITY SYSTEM,19.26440737
0.656307742,MISSISSIPPI AGRI & FORESTRY EXP STATION,45.49319225
0.615798576,VocalEssence,2.383290582
0.133789899,STATE  DEPARTMENT OF,86.44889116
0.949192517,CHEROKEE NATION YOUTH SERVICES,22.94611392
0.585142686,CHEYENNE HEALTH & WELLNESS CENTER,41.31811575
0.344641375,TOWN OF HARDWICK COMMUNITY COALITION,91.94266459
0.773115515,CELLASIC CORPORATION,81.05790943
0.228984644,TEXAS DEPARTMENT OF INSURANCE,22.5595084
0.049166216,TRANSPORTATION & PUBL,88.76783099
0.757833528,"ADOPTION RESOURCES OF WISCONSIN, INC.",29.2030549
0.787437921,NORTH AMERICAN BOARD OF CERTIFIED ENERGY PRAC,50.80695585
0.287644552,CSWR,98.58375988
0.884481721,WESTERN MARYLAND HEALTH CARE CORPORATION,10.7686313
0.177526364,G H GILLESPIE ASSOCIATES INC,69.66170819
0.666884591,Convergent Engineering,79.51120697
0.86157793,Clark County Social Service Department,44.75828402
0.862432489,ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,60.57764285
0.225423311,Geoleaders. LLC,6.054891591
0.93155489,NEW YORK STATE  DEPAR,43.63807638
0.213220418,SMALL BUSINESS CALIFORNIA,10.84630057
0.74676826,STATE  DEPARTMENT OF,57.40814186
0.150450745,FRANKLIN COUNTY COMMUNITY FOUNDATION,75.35870767
0.37428345,SOUTH CENTRAL FOUNDATION,71.60588344
0.527499739,NEVADA SYSTEM OF HIGHER EDUCATION,2.508917953
0.774212855,CERES INC.,33.11126848
0.256348199,Oak Crest Institute of Sci,44.89769077
0.545239791,SANTEE SIOUX NATION OF NEBRASKA,65.54497876
0.330784514,EVERSEALED WINDOWS INC,54.84574739
0.734730731,STATE  DEPARTMENT OF,88.22731538
0.171339187,SOUTHERN UNIVERSITY OFFICE GRANTS,0.560348723
0.733348816,GENERAL ELECTRIC COMPANY,49.74189581
0.343780577,U.S. BANK GOVERNMENT SERVICES,72.78597221
0.334437159,Northwest Service Academy,26.34620934
0.620014825,"FAR-TECH, INC.",17.87120219
0.155616199,MERCER LANDMARK INC.,65.32453318
0.208784148,"Family League of Baltimore City, Inc.",33.5078844
0.870937697,BURLINGTON INDUSTRIES,96.7712732
0.454034937,UNIVERSITY OF BRUSSELS,88.69322842
0.265465013,GUAM AIRPORT AUTH,76.44072353
0.647054027,RAILROAD RESEARCH FOUNDATION,56.659597
0.050925225,CNMI-DIVISION OF ENVIRONMENTAL QUALITY,97.08359341
0.945345817,COMMONWEALTHPORTSAUTH,45.61293646
0.392071338,REPUBLIC OF PALAU,69.2674703
0.274199244,STATE BORDER SERVICE OF TURKMENISTAN,54.09489732
0.650293349,REPUBLIC OF PALAU,38.60652121
0.831481701,PUBLIC WORKS DEPARTME,67.91324652
0.67465642,CHUUK STATE GOVT,82.24150214
0.713599978,WY DEPARTMENT OF ENVIRONMENTAL QUALITY,14.58970405
0.49080829,ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN A,69.32062191
0.539581036,INTERNATIONAL CTR/GENETIC/ENG/BIOTECH,63.21527277
0.736538199,UNIVERSITY OF GLASGOW,52.1403898
0.548013877,ENVIRONMENTAL LAW INSTITUTE,9.992280789
0.52488813,Glasgow School District,19.32800105
0.495660795,NORTHEAST-MIDWEST INSTITUTE,88.79660908
0.136464634,"COLUMBIA UNIVERSITY, SCHOOL OF ARTS & SCIENCE",11.56894082
0.909914607,JOHNS HOPKINS UNVERSITY,18.99748779
0.067707917,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CTR,16.14417556
0.20015042,YALE UNIVERSITY,95.09945932
0.940502598,JOHNS HOPKINS UNIVERSITY,20.90908507
0.411596446,"UNIVERSITY OF MINNESOTA, OFFICE OF STUDENT FI",26.609082
0.722365583,FRED HUTCHINSON CANCER RESEARCH CENTER,65.56637335
0.944995787,UNIVERSITY OF WISCONSIN SYSTEM/BOARD OF REGEN,81.00015453
0.336925903,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIV,61.86820961
0.305436069,Wyoming Department of Transportation,84.01793069
0.306654832,College of William and Mary,98.28864534
0.746755169,FishAmerica Foundation,87.66762602
0.246908436,Josephine County Sheriff,36.04192595
0.256824676,"Aurum Health Research, LTD",28.87540185
0.625486589,VOLUNTEER CENTER OF CONTRA COSTA,90.1803904
0.130714881,"SD ST DEPARTMENT OF SOCIAL SVCS, DIV OF THE S",43.72940104
0.641612039,Maine St. Department of Health and Human Serv,52.67500012
0.530919925,BOWLINGGREENWARRENCNT,77.19169574
0.589971596,PICKENS COUNTY CMSH,69.61765003
0.292578576,Student Conservation Association,87.89285247
0.8703211,LEVINE MUSEUM OF THE NEW SOUTH,60.09846779
0.564605144,Carnegie Inst of Wash,67.80762599
0.316939345,AURA/Nat Optic Astron Obse,62.86186937
0.025132137,PA ST DEPARTMENT OF PUBLIC WELFARE,94.79604951
0.9385523,VA ST DEPARTMENT OF MEDICAL ASSISTANCE SERVIC,22.09420743
0.672948954,Student Conservation Association,60.41950031
0.935153792,AARP FOUNDATION,18.98881488
0.327628901,NATIONAL INST FOR HEALTH CARE MGMT (FOUNDATIO,53.35278552
0.931737014,APTA ORG,18.92162867
0.25721679,ENVIRO RESEARCH & EDUCATION FOUNDATION,55.05342715
0.944903781,NV ST DEPT OF HEALTH AND HUMAN SERVICES,61.71918709
0.331647807,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, IN",86.0883144
0.257170553,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, IN",29.32209587
0.499847092,GEORGE MASON UNIVERSITY,16.89757701
0.743362212,CN,2.577867274
0.862338107,THE REGISTRAR,37.04310862
0.47910157,"OR ST DEPT OF HUMAN RESOURCES, ADULT & FAMILY",58.30129524
0.333265543,AMERICAN REFUGEE COMMITTEE,87.68482369
0.307696249,FED STATESMICRONESIA,85.99162294
0.349252514,Department of Environmental Protection,41.65730728
0.032909997,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, IN",56.04444227
0.270109453,WI ST DEPARTMENT OF HEALTH & SOCIAL SERVICES,57.15258107
0.817809861,TOWNSHIP OF LAKEWOOD,5.615264256
0.006796544,GEORGETOWN UNIVERSITY,88.39603086
0.935083022,DOMINQUEZ ARCHAEOLOGICAL RESEARCH GROUP INC,84.53894154
0.244723345,UNIVERSITY OF SOUTH FLORIDA,87.79929565
0.342161278,"THE WORKPLACE, INC.",0.683775092
0.324787611,Home Safety Council,5.539902884
0.084563054,CENTRAL IL ECON DEV CORP,93.29121221
0.872814706,FL ST FOR HEALTH CARE ADMINISTRATION,17.41877321
0.952199607,FL ST FOR HEALTH CARE ADMINISTRATION,48.98152061
0.107190615,KS ST DEPARTMENT OF SOCIAL & REHABILITATION S,76.78258913
0.264505877,Colorado State University,99.63208671
0.45098363,Geological Society of America,91.74085493
0.603769424,Uncompahgre/Com. Inc,3.571812886
0.608632717,"QUALITY CAREER SERVICES, INC.",1.621397934
0.948450214,"California State University, Fresno Foundatio",62.27505375
0.547059632,University of Arizona,96.72887791
0.200141581,TN ST TENNCARE/MEDICAID DIV,88.55194783
0.666318516,ROCKY MOUNTAIN BIRD OBSERVATORY,73.33255215
0.35181162,"UNIVERSITY COLLEGE, LONDON",91.59654536
0.08015995,Southwest Conservation Corps.,67.49832281
0.890728278,CALVIN COLLEGE,7.622012057
0.617188193,KOAHNIC BROADCAST CORPORATION,82.26136832
0.297438143,CATHOLIC RELIEF SERVICES (CRS),85.77687814
0.525614876,HUMANITIES IOWA,65.27816907
0.788208076,"MEDICAL COLLEGE OF GEORGIA, RESEARCH INSTITUT",29.07356899
0.745433344,STATE OF CALIFORNIA,61.05213764
0.150214677,Colorado State University,81.10715259
0.573785785,WEST VIRGINIA COMMISSION FOR NATIONAL AND COM,50.32178307
0.005639059,NORTH CAROLINA COMMISSION ON VOLUNTEERISM & C,68.12553934
0.152990321,The Geological Society of America,96.15862847
0.228407632,United Veterans of America,28.98241476
0.036080356,University of Arizona,61.79926945
0.902606434,AR ST DEPARTMENT OF HUMAN SERVICES,81.31455597
0.788141304,IMMIGRATION & REFUGEE SERVICES OF AMERICA,94.41668182
0.905281835,PRIVATE AGENCIES COLLABORATING TOGETHER (PACT,91.12370231
0.52706393,YALE UNIVERSITY,31.93035985
0.709192827,EMPLOYERS ASSOCIATION INC,95.78546554
0.483567994,BAY AREA & PENINSULA LIBRARY SYSTEM,54.90515089
0.931390111,TRIMMER EDUCATION FOUNDATION,21.77647759
0.949833237,California Indian Basketweavers Association,75.2295434
0.294232761,AR ST DEPARTMENT OF HUMAN SERVICES,87.20257875
0.667815398,CO ST DEPT OF HEALTH CARE POLICY & FINANCING,83.14716745
0.99509059,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",73.37226326
0.042526353,Karuk River Mainstem Fall Chinook Redd Survey,73.11168543
0.530755738,CHURCH WORLD SERVICE,64.68852334
0.454184853,ANDERSON VALLEY UNIFIED SCHOOL DISTRICT,43.63257935
0.516101193,"AUTOIMMUNE TECHNOLOGIES, LLC",58.79534013
0.801247782,Washington County Sheriff`s Office,7.416794317
0.54330014,South East Texas Regional Planning Commission,35.51408553
0.827057608,AMERICAN PSYCHOSOCIAL ONCOLOGY SOCIETY,90.50449515
0.157133467,DEPAUL UNIVERSITY,80.21979655
0.108757245,NEW YORK CITY FIRE DEPARTMENT,9.644958596
0.302702689,OR DEPARTMENT OF STATE LANDS,31.1851443
0.16054855,YAUPON THERAPEUTICS INC,76.49935034
0.219570626,NN-Labs,86.11137683
0.124140895,"Helping Services for Northeast Iowa, Inc.",83.63578448
0.060593693,COUNTY OF GRANT,47.54664682
0.399835728,NUSTART ENERGY DEVELOPMENT LLC,20.47105177
0.967043473,Red Rock Canyon Interpretive Association,51.82039727
0.904549104,TRI-COUNTY REGIONAL PLANNING COMMISSION,58.74958867
0.109394844,"BIOTRONICS, INC",31.4289176
0.379054884,UNIVERSITY OF ALASKA SYSTEMS,95.18226437
0.538603791,American Univ of Beirut,37.60864479
0.594313846,AUREOGEN BIOSCIENCES INC,32.33589211
0.955635284,WORKFORCE WEST VIRGINIA DIVISION,34.61493083
0.350647026,MONTANA STATE UNIVERSITY SYSTEM,35.83911845
0.665825,"BOARD OF TRUSTEES, UNIVERSITY OF ALABAMA",96.41728041
0.056684143,MULTI-SERVICE CENTER,56.95461374
0.897894207,CITY OF ROCKWELL CITY,59.91115711
0.460615201,GENERAL ELECTRIC COMPANY,38.65855198
0.546369892,Gorgas Memorial Institute of Health Studies (,42.73506485
0.468476335,UNIVERSITY OF NOTRE DAME,90.68995117
0.478922475,City of Needles,67.49504859
0.698118465,Colorado State University,53.44711553
0.125520318,FORT HAYS STATE UNIVERSITY,83.22700808
0.219290914,ARKANSAS SERVICE COMMISSION,34.34482821
0.699187414,WV ST DEPT HLTH & HUMAN RESOURCE,64.29114052
0.470494257,Student Conservation Association,39.57744385
0.658348616,Colorado Youth Corps Association,52.05269942
0.211937499,STATE OF IDAHO,71.76676056
0.769956151,AR ST DEPARTMENT OF HUMAN SERVICES,82.30310893
0.79191825,"San Miguel, County of",78.47373679
0.878319162,Society for Range Management,90.9249536
0.609993787,AM RD & TRANSPORTATION BUILDERS ASSOCIATION,86.89394349
0.929479894,MT ST DEPARTMENT OF HEALTH & ENVIRONMENTAL SC,88.30709191
0.947656096,California Indian Basketweavers Association,34.46553689
0.383798969,VERMONT ASSOCIATES FOR TRAINING AND DEVELOPME,51.94533635
0.006112971,Colorado State University,85.21362158
0.249588258,PUROPARTY INC.,64.96233157
0.983494341,CHURCHILL CENTRE,76.66328708
0.152943468,PUBLIC WORKS DEPARTME,37.91368445
0.657851481,RI ST DIVISION OF VOCATIONAL REHABILITATION,34.0476187
0.286119922,NJ ST DEPARTMENT OF HEALTH AND SENIOR SERVICE,97.49112474
0.789051232,WESTMORELANDCNTYARPTA,9.244467336
0.365753191,"MEDICAL COLLEGE OF GEORGIA, RESEARCH INSTITUT",57.29307058
0.512086235,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,84.15728676
0.611486609,CALIFORNIA STATE UNIVERSITY-FRESNO FOUNDATION,12.23969616
0.426277884,INTERNATIONAL RESCUE COMMITTEE,29.00943172
0.686628505,DEPARTMENT  OF TRANSP,11.52552525
0.306259534,"MEDICAL COLLEGE OF GEORGIA, RESEARCH INSTITUT",62.47661224
0.586903614,MA ST DIVISION OF MEDICAL ASSISTANCE,96.91634375
0.30515689,SC STATE HEALTH & HUMAN SERVICES FINANCE COMM,49.18768393
0.801706644,MO ST DEPARTMENT OF SOCIAL SERVICES,87.5350858
0.864131536,MA ST DIVISION OF MEDICAL ASSISTANCE,52.72908728
0.761929247,AMERICAN REFUGEE COMMITTEE,6.072335195
0.736003626,NATIONAL STUDENT PARTNERSHIP,31.27365844
0.057417115,FED STATESMICRONESIA,63.93261211
0.907499208,Gold Belt Tour Scenic and Historic Byway Asso,45.64672676
0.145374397,RI ST DIVISION OF VOCATIONAL REHABILITATION,30.8928715
0.914746562,Department of Environmental Protection,94.3783351
0.430745203,Department of Environmental Protection,29.31731252
0.33932127,CA ST DEPARTMENT OF HEALTH SERVICES,29.61224077
0.312331847,GEORGIA HUMANITIES COUNCIL,2.515317906
0.409627193,COLORADO STATE UNIVERSITY,16.00741195
0.182819267,NATIONAL URBAN LEAGUE,86.54197045
0.352386662,Estes Park Volunteer Fire Department,97.25695181
0.525618033,MICHIGAN TECHNOLOGICAL UNIVERSITY,66.55484253
0.728245181,TEXAS HEALTH & HUMAN SERVICES COMMISSION,75.21073389
0.09093669,NEW JERSEY STATE DEPT OF HEALTH & SR SVCS,69.54623707
0.13225709,Colorado Department of Natural Resources,94.27928896
0.197291413,"BOARD OF REGENTS, NSHE, OBO UNIVERSITY OF NEV",57.81822808
0.448587619,OK ST HEALTH DEPARTMENT,86.70804565
0.523736432,NEVADA HUMANITIES,23.5711058
0.190252387,Student Conservation Association,69.30130736
0.951796214,CHRISTIAN CHILDRENS FUND,77.1449432
0.168028953,Colorado State University,72.50568419
0.736251308,UNIVERSITY OF CONNECTICUT,4.390730127
0.594567001,RI ST DEPARTMENT OF HEALTH,97.76696322
0.856064086,"GOODWILL INDUSTRIES INTERNATIONAL, INC.",94.7990925
0.89435005,TEXAS HEALTH & HUMAN SERVICES COMMISSION,66.65354316
0.909109129,NEVADA COMMISSION FOR NATIONAL AND COMMUNITY,44.45074675
0.47339118,CONNECTICUT COMMISSION ON NATIONAL AND COMMUN,27.83902975
0.758718603,GREAT LAKES INTER-TRIBAL COUNCIL,74.78063335
0.301659753,East Bay Municipal Utility District,34.51236012
0.714184735,"DELTA COUNTY, COLORADO",58.20170489
0.100571569,Cramer Fish Sciences,34.57453515
0.47979059,Florida International Univ,23.28605046
0.314231968,Student Conservation Association,69.30114317
0.596738175,Nat Acad of Sciences,51.12484578
0.796868107,NATIONAL ASSOCIATION OF COUNTY HEALTH OFFICIA,57.99175813
0.458129136,"REPUBLIC OF THE MARSHALL ISLANDS, HEALTH SERV",75.02607569
0.700331499,AMERICAN ANTIQUARIAN SOCIETY,84.84495187
0.663433416,TEXAS HEALTH & HUMAN SERVICES COMMISSION,23.44174237
0.334544849,"MS ST OFFICE OF THE GOVERNOR, DIVISION OF MED",27.62070069
0.105160388,STATE OF MISSISSIPPI,48.81935844
